spec;n;d_max;dam_max;k1;k2;k3;k4;k5;k6;k7;b;p;em;ef;edif
nbreg d c.dam#c.female dam female c.zwin#c.female zwin c.post79##c.dam if d<9999;91;9999999;62030;1;3;1;2;1;3;3;-.000022572784;.53184277;10.280987;13.927761;3.6467736
nbreg d c.dam#c.female dam female c.zcat#c.female zcat   if d<9999999 & dam<6203;91;9999999;62030;1;3;1;2;1;4;1;1.3605199e-06;.97605795;10.040277;14.344081;4.3038034
nbreg d c.dam#c.female dam female c.zcat#c.female zcat c.year##c.dam if d<999999;91;9999999;62030;1;3;1;2;1;4;2;-.000041175848;.18061389;9.9799585;14.16563;4.1856718
nbreg d c.dam#c.female dam female c.zcat#c.female zcat c.post79##c.dam if d<9999;91;9999999;62030;1;3;1;2;1;4;3;-.000050268001;.13465407;10.547342;13.501121;2.953778
nbreg d c.dam#c.female dam female c.z3#c.female z3   if d<9999999 & dam<62030, r;91;9999999;62030;1;3;1;2;1;5;1;.000024330389;.63842034;10.227738;14.387667;4.1599283
nbreg d c.dam#c.female dam female c.z3#c.female z3 c.year##c.dam if d<9999999 & ;91;9999999;62030;1;3;1;2;1;5;2;-.000021098162;.58894348;10.663984;13.940357;3.2763736
nbreg d c.dam#c.female dam female c.z3#c.female z3 c.post79##c.dam if d<9999999 ;91;9999999;62030;1;3;1;2;1;5;3;-.00002777189;.49773079;11.014041;13.347297;2.3332553
nbreg d female dam z3   if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;1;2;1;6;1;.2912069;.36499989;11.021441;14.747145;3.7257035
nbreg d female dam z3 c.year##c.dam if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;1;2;1;6;2;.1786578;.54524928;11.703033;13.992282;2.2892485
nbreg d female dam z3 c.post79##c.dam if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;1;2;1;6;3;.13740313;.64427835;11.737047;13.465803;1.7287562
nbreg d c.lndam#c.female lndam female   if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;1;2;2;1;1;.18900207;.13088156;8.570962;12.049406;3.4784439
nbreg d c.lndam#c.female lndam female c.year##c.lndam if d<9999999 & dam<62030, ;91;9999999;62030;1;3;1;2;2;1;2;.089018114;.50320327;9.46735;11.272071;1.8047209
nbreg d c.lndam#c.female lndam female c.post79##c.lndam if d<9999999 & dam<62030;91;9999999;62030;1;3;1;2;2;1;3;.034869518;.7518158;9.0841436;10.566051;1.4819074
nbreg d c.lndam#c.female lndam female c.zmin#c.female zmin   if d<9999999 & dam<;91;9999999;62030;1;3;1;2;2;2;1;.089948945;.62991774;8.578126;11.61578;3.0376539
nbreg d c.lndam#c.female lndam female c.zmin#c.female zmin c.year##c.lndam if d<;91;9999999;62030;1;3;1;2;2;2;2;-.021958129;.91231495;9.3111868;10.942729;1.6315423
nbreg d c.lndam#c.female lndam female c.zmin#c.female zmin c.post79##c.lndam if ;91;9999999;62030;1;3;1;2;2;2;3;-.074753799;.68007064;8.9725132;10.22258;1.2500664
nbreg d c.lndam#c.female lndam female c.zwin#c.female zwin   if d<9999999 & dam<;91;9999999;62030;1;3;1;2;2;3;1;-.13781986;.38647199;7.336431;10.917312;3.5808809
nbreg d c.lndam#c.female lndam female c.zwin#c.female zwin c.year##c.lndam if d<;91;9999999;62030;1;3;1;2;2;3;2;-.20337285;.22609413;7.2951822;10.950232;3.6550496
nbreg d c.lndam#c.female lndam female c.zwin#c.female zwin c.post79##c.lndam if ;91;9999999;62030;1;3;1;2;2;3;3;-.23882553;.11314839;7.1708546;10.392502;3.2216477
nbreg d c.lndam#c.female lndam female c.zcat#c.female zcat   if d<9999999 & dam<;91;9999999;62030;1;3;1;2;2;4;1;-.091495924;.55036712;7.3476162;10.956452;3.6088357
nbreg d c.lndam#c.female lndam female c.zcat#c.female zcat c.year##c.lndam if d<;91;9999999;62030;1;3;1;2;2;4;2;-.19121;.23927654;7.311564;10.864027;3.5524626
nbreg d c.lndam#c.female lndam female c.zcat#c.female zcat c.post79##c.lndam if ;91;9999999;62030;1;3;1;2;2;4;3;-.22994091;.098876342;7.1632791;10.196801;3.0335217
nbreg d c.lndam#c.female lndam female c.z3#c.female z3   if d<9999999 & dam<6203;91;9999999;62030;1;3;1;2;2;5;1;-.12824982;.47862205;7.7814989;11.090045;3.3085465
nbreg d c.lndam#c.female lndam female c.z3#c.female z3 c.year##c.lndam if d<9999;91;9999999;62030;1;3;1;2;2;5;2;-.2313288;.21768315;7.8300395;10.962423;3.1323833
nbreg d c.lndam#c.female lndam female c.z3#c.female z3 c.post79##c.lndam if d<99;91;9999999;62030;1;3;1;2;2;5;3;-.26193935;.11623455;7.6936541;10.275538;2.5818844
nbreg d female lndam z3   if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;1;2;2;6;1;.2592729;.36446738;9.1871195;11.906392;2.7192719
nbreg d female lndam z3 c.year##c.lndam if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;1;2;2;6;2;.18256982;.52391613;9.4181032;11.304529;1.8864267
nbreg d female lndam z3 c.post79##c.lndam if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;1;2;2;6;3;.1376072;.60828614;9.0824394;10.422323;1.3398843
reg lnd c.dam#c.masfem dam masfem   if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;1;1;1;1;8.8987201e-07;.85294724;1.933188;2.1018519;.39478943
reg lnd c.dam#c.masfem dam masfem c.year##c.dam if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;1;1;1;2;-1.6834446e-06;.71141672;1.9826192;2.1123285;.9683814
reg lnd c.dam#c.masfem dam masfem c.post79##c.dam if d<9999999 & dam<62030, robu;91;9999999;62030;1;3;2;1;1;1;3;-3.2285334e-06;.48771638;1.9802636;2.0862715;.82943505
reg lnd c.dam#c.masfem dam masfem c.zmin#c.masfem zmin   if d<9999999 & dam<6203;91;9999999;62030;1;3;2;1;1;2;1;3.1289906e-06;.69495255;1.9460982;2.088717;.76808178
reg lnd c.dam#c.masfem dam masfem c.zmin#c.masfem zmin c.year##c.dam if d<999999;91;9999999;62030;1;3;2;1;1;2;2;4.8075947e-07;.94995862;1.9877698;2.0963831;.86671758
reg lnd c.dam#c.masfem dam masfem c.zmin#c.masfem zmin c.post79##c.dam if d<9999;91;9999999;62030;1;3;2;1;1;2;3;-4.4898366e-07;.9541291;1.9888541;2.0746882;.67573863
reg lnd c.dam#c.masfem dam masfem c.zwin#c.masfem zwin   if d<9999999 & dam<6203;91;9999999;62030;1;3;2;1;1;3;1;-4.1395879e-06;.5203591;1.9306335;2.073761;1.045452
reg lnd c.dam#c.masfem dam masfem c.zwin#c.masfem zwin c.year##c.dam if d<999999;91;9999999;62030;1;3;2;1;1;3;2;-5.2166451e-06;.43254709;1.938992;2.0953887;1.1133971
reg lnd c.dam#c.masfem dam masfem c.zwin#c.masfem zwin c.post79##c.dam if d<9999;91;9999999;62030;1;3;2;1;1;3;3;-6.2277481e-06;.34699619;1.9463956;2.074692;.8945092
reg lnd c.dam#c.masfem dam masfem c.zcat#c.masfem zcat   if d<9999999 & dam<6203;91;9999999;62030;1;3;2;1;1;4;1;-5.5643486e-06;.38704619;1.9201658;2.073056;.96433979
reg lnd c.dam#c.masfem dam masfem c.zcat#c.masfem zcat c.year##c.dam if d<999999;91;9999999;62030;1;3;2;1;1;4;2;-7.4166569e-06;.23775162;1.9391211;2.0927763;1.1550252
reg lnd c.dam#c.masfem dam masfem c.zcat#c.masfem zcat c.post79##c.dam if d<9999;91;9999999;62030;1;3;2;1;1;4;3;-8.6842847e-06;.16794048;1.9470757;2.067723;.92554796
reg lnd c.dam#c.masfem dam masfem c.z3#c.masfem z3   if d<9999999 & dam<62030, r;91;9999999;62030;1;3;2;1;1;5;1;-2.9411665e-06;.69215262;1.9464093;2.0734389;.89516687
reg lnd c.dam#c.masfem dam masfem c.z3#c.masfem z3 c.year##c.dam if d<9999999 & ;91;9999999;62030;1;3;2;1;1;5;2;-4.6554783e-06;.52560234;1.9619967;2.0923967;.97439212
reg lnd c.dam#c.masfem dam masfem c.z3#c.masfem z3 c.post79##c.dam if d<9999999 ;91;9999999;62030;1;3;2;1;1;5;3;-5.6751278e-06;.44175011;1.9693353;2.0698118;.73593444
reg lnd masfem dam z3   if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;1;1;6;1;.019699624;.61367124;1.9716327;2.0851026;.80572033
reg lnd masfem dam z3 c.year##c.dam if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;1;1;6;2;.021413021;.56888622;1.9810871;2.1044261;1.0133009
reg lnd masfem dam z3 c.post79##c.dam if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;1;1;6;3;.017637616;.64912367;1.9797068;2.0812993;.810233
reg lnd c.lndam#c.masfem lndam masfem   if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;1;2;1;1;.022242408;.19225219;1.9724168;2.0679317;1.8465023
reg lnd c.lndam#c.masfem lndam masfem c.year##c.lndam if d<9999999 & dam<62030, ;91;9999999;62030;1;3;2;1;2;1;2;.015910333;.38309461;1.9572494;2.0812514;2.3805597
reg lnd c.lndam#c.masfem lndam masfem c.post79##c.lndam if d<9999999 & dam<62030;91;9999999;62030;1;3;2;1;2;1;3;.0090462109;.5781346;1.9400387;2.0593848;2.1063042
reg lnd c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin   if d<9999999 & dam<;91;9999999;62030;1;3;2;1;2;2;1;.011218391;.67493743;1.9802734;2.0635378;1.5750098
reg lnd c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin c.year##c.lndam if d<;91;9999999;62030;1;3;2;1;2;2;2;.0029244008;.91438901;1.9683795;2.0752809;2.0004978
reg lnd c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin c.post79##c.lndam if ;91;9999999;62030;1;3;2;1;2;2;3;-.00077621022;.97463912;1.9525393;2.054311;1.7600063
reg lnd c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin   if d<9999999 & dam<;91;9999999;62030;1;3;2;1;2;3;1;-.0081084939;.7212472;1.9329069;2.0615432;2.431366
reg lnd c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin c.year##c.lndam if d<;91;9999999;62030;1;3;2;1;2;3;2;-.01474348;.54092038;1.910042;2.0778222;3.070873
reg lnd c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin c.post79##c.lndam if ;91;9999999;62030;1;3;2;1;2;3;3;-.019820089;.34193876;1.8980142;2.0560033;2.6675196
reg lnd c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat   if d<9999999 & dam<;91;9999999;62030;1;3;2;1;2;4;1;-.0054921913;.80954629;1.92715;2.0626717;2.5498183
reg lnd c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat c.year##c.lndam if d<;91;9999999;62030;1;3;2;1;2;4;2;-.01262678;.59942859;1.9030546;2.0794234;3.2311995
reg lnd c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat c.post79##c.lndam if ;91;9999999;62030;1;3;2;1;2;4;3;-.018485893;.37117469;1.88789;2.0571628;2.8459439
reg lnd c.lndam#c.masfem lndam masfem c.z3#c.masfem z3   if d<9999999 & dam<6203;91;9999999;62030;1;3;2;1;2;5;1;-.0062109958;.79865426;1.956579;2.0594895;1.9607621
reg lnd c.lndam#c.masfem lndam masfem c.z3#c.masfem z3 c.year##c.lndam if d<9999;91;9999999;62030;1;3;2;1;2;5;2;-.013671011;.58927387;1.9310023;2.0767825;2.6988087
reg lnd c.lndam#c.masfem lndam masfem c.z3#c.masfem z3 c.post79##c.lndam if d<99;91;9999999;62030;1;3;2;1;2;5;3;-.018328644;.40252075;1.9186676;2.0548472;2.3306742
reg lnd masfem lndam z3   if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;1;2;6;1;.013359462;.70697093;1.9964221;2.0733726;1.5371476
reg lnd masfem lndam z3 c.year##c.lndam if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;1;2;6;2;.020038472;.58306634;1.971436;2.0868576;2.2610116
reg lnd masfem lndam z3 c.post79##c.lndam if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;1;2;6;3;.019624321;.59238511;1.9476788;2.060715;2.0214088
nbreg d c.dam#c.masfem dam masfem   if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;2;1;1;1;4.7089821e-07;.94417781;10.227245;19.53195;9.3047047
nbreg d c.dam#c.masfem dam masfem c.year##c.dam if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;2;1;1;2;-4.6796667e-06;.46822301;12.595517;17.249731;4.6542144
nbreg d c.dam#c.masfem dam masfem c.post79##c.dam if d<9999999 & dam<62030, robu;91;9999999;62030;1;3;2;2;1;1;3;-5.0196254e-06;.49970388;12.41499;16.951475;4.5364852
nbreg d c.dam#c.masfem dam masfem c.zmin#c.masfem zmin   if d<9999999 & dam<6203;91;9999999;62030;1;3;2;2;1;2;1;.000013854353;.17921913;9.1435003;15.672651;6.529151
nbreg d c.dam#c.masfem dam masfem c.zmin#c.masfem zmin c.year##c.dam if d<999999;91;9999999;62030;1;3;2;2;1;2;2;4.2703468e-06;.6156112;11.198421;13.694278;2.495856
nbreg d c.dam#c.masfem dam masfem c.zmin#c.masfem zmin c.post79##c.dam if d<9999;91;9999999;62030;1;3;2;2;1;2;3;4.3619575e-06;.59581804;10.822282;13.476982;2.6547008
nbreg d c.dam#c.masfem dam masfem c.zwin#c.masfem zwin   if d<9999999 & dam<6203;91;9999999;62030;1;3;2;2;1;3;1;2.5009556e-06;.75072575;10.291746;14.306755;4.0150094
nbreg d c.dam#c.masfem dam masfem c.zwin#c.masfem zwin c.year##c.dam if d<999999;91;9999999;62030;1;3;2;2;1;3;2;-2.1427145e-06;.7141189;10.11824;14.340674;4.222434
nbreg d c.dam#c.masfem dam masfem c.zwin#c.masfem zwin c.post79##c.dam if d<9999;91;9999999;62030;1;3;2;2;1;3;3;-2.2725433e-06;.71406484;10.479575;13.927075;3.4474995
nbreg d c.dam#c.masfem dam masfem c.zcat#c.masfem zcat   if d<9999999 & dam<6203;91;9999999;62030;1;3;2;2;1;4;1;1.3943143e-06;.86014456;10.10659;14.380843;4.2742524
nbreg d c.dam#c.masfem dam masfem c.zcat#c.masfem zcat c.year##c.dam if d<999999;91;9999999;62030;1;3;2;2;1;4;2;-6.0948278e-06;.25927803;10.270435;14.079369;3.8089328
nbreg d c.dam#c.masfem dam masfem c.zcat#c.masfem zcat c.post79##c.dam if d<9999;91;9999999;62030;1;3;2;2;1;4;3;-6.4931432e-06;.26840261;10.669378;13.574118;2.9047396
nbreg d c.dam#c.masfem dam masfem c.z3#c.masfem z3   if d<9999999 & dam<62030, r;91;9999999;62030;1;3;2;2;1;5;1;5.1260431e-06;.5663411;10.299666;14.403336;4.1036687
nbreg d c.dam#c.masfem dam masfem c.z3#c.masfem z3 c.year##c.dam if d<9999999 & ;91;9999999;62030;1;3;2;2;1;5;2;-2.8476395e-06;.66365111;10.910734;13.861178;2.9504442
nbreg d c.dam#c.masfem dam masfem c.z3#c.masfem z3 c.post79##c.dam if d<9999999 ;91;9999999;62030;1;3;2;2;1;5;3;-2.7126528e-06;.69059247;11.07186;13.403749;2.3318889
nbreg d masfem dam z3   if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;2;1;6;1;.054214958;.30361736;10.838954;14.811808;3.9728534
nbreg d masfem dam z3 c.year##c.dam if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;2;1;6;2;.034115035;.47007138;11.550217;14.058213;2.5079966
nbreg d masfem dam z3 c.post79##c.dam if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;2;1;6;3;.028802449;.54380846;11.501587;13.577135;2.0755482
nbreg d c.lndam#c.masfem lndam masfem   if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;2;2;1;1;.02265612;.3068175;8.1383181;12.518661;4.380343
nbreg d c.lndam#c.masfem lndam masfem c.year##c.lndam if d<9999999 & dam<62030, ;91;9999999;62030;1;3;2;2;2;1;2;.0060502822;.79148817;8.7274818;11.82962;3.1021385
nbreg d c.lndam#c.masfem lndam masfem c.post79##c.lndam if d<9999999 & dam<62030;91;9999999;62030;1;3;2;2;2;1;3;.0017061353;.92574292;8.512167;10.894123;2.3819571
nbreg d c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin   if d<9999999 & dam<;91;9999999;62030;1;3;2;2;2;2;1;.0059660757;.86381704;8.2660809;11.921862;3.6557806
nbreg d c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin c.year##c.lndam if d<;91;9999999;62030;1;3;2;2;2;2;2;-.013412748;.70188874;8.8234444;11.235005;2.4115605
nbreg d c.lndam#c.masfem lndam masfem c.zmin#c.masfem zmin c.post79##c.lndam if ;91;9999999;62030;1;3;2;2;2;2;3;-.012412673;.6758554;8.5766306;10.383911;1.8072802
nbreg d c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin   if d<9999999 & dam<;91;9999999;62030;1;3;2;2;2;3;1;-.036434062;.22303788;6.9037104;11.005001;4.1012902
nbreg d c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin c.year##c.lndam if d<;91;9999999;62030;1;3;2;2;2;3;2;-.051930487;.081548624;6.8714333;10.8937;4.0222669
nbreg d c.lndam#c.masfem lndam masfem c.zwin#c.masfem zwin c.post79##c.lndam if ;91;9999999;62030;1;3;2;2;2;3;3;-.049293134;.049735997;6.8444185;10.263442;3.4190235
nbreg d c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat   if d<9999999 & dam<;91;9999999;62030;1;3;2;2;2;4;1;-.024438487;.39537767;6.9378986;11.112336;4.1744375
nbreg d c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat c.year##c.lndam if d<;91;9999999;62030;1;3;2;2;2;4;2;-.042139184;.14453675;6.8501658;10.944986;4.0948205
nbreg d c.lndam#c.masfem lndam masfem c.zcat#c.masfem zcat c.post79##c.lndam if ;91;9999999;62030;1;3;2;2;2;4;3;-.040979557;.079689696;6.8261051;10.212742;3.3866367
nbreg d c.lndam#c.masfem lndam masfem c.z3#c.masfem z3   if d<9999999 & dam<6203;91;9999999;62030;1;3;2;2;2;5;1;-.031540919;.33696041;7.3818493;11.233291;3.8514409
nbreg d c.lndam#c.masfem lndam masfem c.z3#c.masfem z3 c.year##c.lndam if d<9999;91;9999999;62030;1;3;2;2;2;5;2;-.051042609;.11822968;7.3905463;10.9994;3.6088543
nbreg d c.lndam#c.masfem lndam masfem c.z3#c.masfem z3 c.post79##c.lndam if d<99;91;9999999;62030;1;3;2;2;2;5;3;-.047558576;.080080576;7.367528;10.253081;2.8855536
nbreg d masfem lndam z3   if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;2;2;6;1;.06194295;.17404284;8.5442743;12.207528;3.6632533
nbreg d masfem lndam z3 c.year##c.lndam if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;2;2;6;2;.047931239;.27829877;8.8070545;11.607332;2.8002777
nbreg d masfem lndam z3 c.post79##c.lndam if d<9999999 & dam<62030, robust;91;9999999;62030;1;3;2;2;2;6;3;.036678981;.38031736;8.6205835;10.648549;2.027966
reg lnd c.dam#c.female dam female   if d<9999999 & dam<52270, robust;90;9999999;52270;1;4;1;1;1;1;1;.000018812205;.57445771;1.9001589;2.0675473;1.4134125
reg lnd c.dam#c.female dam female c.year##c.dam if d<9999999 & dam<52270, robust;90;9999999;52270;1;4;1;1;1;1;2;-.000012093295;.78899109;1.914035;2.0648739;1.0519412
reg lnd c.dam#c.female dam female c.post79##c.dam if d<9999999 & dam<52270, robu;90;9999999;52270;1;4;1;1;1;1;3;-.000018256853;.68905139;1.9046875;2.048624;1.1759626
reg lnd c.dam#c.female dam female c.zmin#c.female zmin   if d<9999999 & dam<5227;90;9999999;52270;1;4;1;1;1;2;1;.000023756174;.65823972;1.910949;2.0588465;1.3523502
reg lnd c.dam#c.female dam female c.zmin#c.female zmin c.year##c.dam if d<999999;90;9999999;52270;1;4;1;1;1;2;2;-.000015763257;.7915231;1.9330245;2.0512996;.79869854
reg lnd c.dam#c.female dam female c.zmin#c.female zmin c.post79##c.dam if d<9999;90;9999999;52270;1;4;1;1;1;2;3;-.00001741115;.76922816;1.9280108;2.0334532;.74447238
reg lnd c.dam#c.female dam female c.zwin#c.female zwin   if d<9999999 & dam<5227;90;9999999;52270;1;4;1;1;1;3;1;-.000020553833;.65732956;1.8789372;2.040175;1.2439867
reg lnd c.dam#c.female dam female c.zwin#c.female zwin c.year##c.dam if d<999999;90;9999999;52270;1;4;1;1;1;3;2;-.000054952707;.32434714;1.8625852;2.0490351;1.0536306
reg lnd c.dam#c.female dam female c.zwin#c.female zwin c.post79##c.dam if d<9999;90;9999999;52270;1;4;1;1;1;3;3;-.000057022378;.29315573;1.861786;2.0311654;.98245436
reg lnd c.dam#c.female dam female c.zcat#c.female zcat   if d<9999999 & dam<5227;90;9999999;52270;1;4;1;1;1;4;1;-.000025002171;.57299906;1.8708892;2.0411291;1.4555846
reg lnd c.dam#c.female dam female c.zcat#c.female zcat c.year##c.dam if d<999999;90;9999999;52270;1;4;1;1;1;4;2;-.000065992841;.21742408;1.8623847;2.0448139;1.028906
reg lnd c.dam#c.female dam female c.zcat#c.female zcat c.post79##c.dam if d<9999;90;9999999;52270;1;4;1;1;1;4;3;-.000070310285;.17383896;1.8621166;2.0230737;1.0384923
reg lnd c.dam#c.female dam female c.z3#c.female z3   if d<9999999 & dam<52270, r;90;9999999;52270;1;4;1;1;1;5;1;-.000011475156;.82288039;1.8986607;2.0438926;1.2109373
reg lnd c.dam#c.female dam female c.z3#c.female z3 c.year##c.dam if d<9999999 & ;90;9999999;52270;1;4;1;1;1;5;2;-.00005098783;.38583708;1.8895713;2.0486848;.94776291
reg lnd c.dam#c.female dam female c.z3#c.female z3 c.post79##c.dam if d<9999999 ;90;9999999;52270;1;4;1;1;1;5;3;-.000052952993;.35767961;1.8901638;2.0286186;.86341697
reg lnd female dam z3   if d<9999999 & dam<52270, robust;90;9999999;52270;1;4;1;1;1;6;1;.11265145;.64319575;1.9386756;2.0513272;1.127224
reg lnd female dam z3 c.year##c.dam if d<9999999 & dam<52270, robust;90;9999999;52270;1;4;1;1;1;6;2;.12835911;.5833562;1.9283575;2.0567167;.88290763
reg lnd female dam z3 c.post79##c.dam if d<9999999 & dam<52270, robust;90;9999999;52270;1;4;1;1;1;6;3;.11457492;.63440514;1.9242283;2.0388033;.82179093
reg lnd c.lndam#c.female lndam female   if d<9999999 & dam<52270, robust;90;9999999;52270;1;4;1;1;2;1;1;.13448708;.14690122;1.9913204;2.004636;.24635856
reg lnd c.lndam#c.female lndam female c.year##c.lndam if d<9999999 & dam<52270, ;90;9999999;52270;1;4;1;1;2;1;2;.067770422;.50782847;1.9758943;2.016798;.74991202
reg lnd c.lndam#c.female lndam female c.post79##c.lndam if d<9999999 & dam<52270;90;9999999;52270;1;4;1;1;2;1;3;.023509288;.79299808;1.9394559;2.0007896;1.0266732
reg lnd c.lndam#c.female lndam female c.zmin#c.female zmin   if d<9999999 & dam<;90;9999999;52270;1;4;1;1;2;2;1;.07654079;.60903323;1.9878398;2.010607;.41753247
reg lnd c.lndam#c.female lndam female c.zmin#c.female zmin c.year##c.lndam if d<;90;9999999;52270;1;4;1;1;2;2;2;-.0044025588;.97693825;1.9755189;2.0223789;.84133387
reg lnd c.lndam#c.female lndam female c.zmin#c.female zmin c.post79##c.lndam if ;90;9999999;52270;1;4;1;1;2;2;3;-.026957627;.83991528;1.9455491;2.0035181;.95965165
reg lnd c.lndam#c.female lndam female c.zwin#c.female zwin   if d<9999999 & dam<;90;9999999;52270;1;4;1;1;2;3;1;-.04256922;.75675941;1.9661285;1.9960345;.54875302
reg lnd c.lndam#c.female lndam female c.zwin#c.female zwin c.year##c.lndam if d<;90;9999999;52270;1;4;1;1;2;3;2;-.11793076;.41512951;1.929628;2.0173092;1.534657
reg lnd c.lndam#c.female lndam female c.zwin#c.female zwin c.post79##c.lndam if ;90;9999999;52270;1;4;1;1;2;3;3;-.15044096;.22277208;1.9028958;1.9987117;1.5405713
reg lnd c.lndam#c.female lndam female c.zcat#c.female zcat   if d<9999999 & dam<;90;9999999;52270;1;4;1;1;2;4;1;-.022465548;.87148815;1.9667579;1.9985081;.58676302
reg lnd c.lndam#c.female lndam female c.zcat#c.female zcat c.year##c.lndam if d<;90;9999999;52270;1;4;1;1;2;4;2;-.099702254;.49275202;1.936492;2.0169616;1.4400234
reg lnd c.lndam#c.female lndam female c.zcat#c.female zcat c.post79##c.lndam if ;90;9999999;52270;1;4;1;1;2;4;3;-.14034486;.24566989;1.9048918;1.9979101;1.5275148
reg lnd c.lndam#c.female lndam female c.z3#c.female z3   if d<9999999 & dam<5227;90;9999999;52270;1;4;1;1;2;5;1;-.022547949;.87759507;1.9835268;2.0011184;.32723424
reg lnd c.lndam#c.female lndam female c.z3#c.female z3 c.year##c.lndam if d<9999;90;9999999;52270;1;4;1;1;2;5;2;-.1034069;.48917806;1.9511061;2.0209019;1.2501274
reg lnd c.lndam#c.female lndam female c.z3#c.female z3 c.post79##c.lndam if d<99;90;9999999;52270;1;4;1;1;2;5;3;-.13320281;.29348186;1.9248383;2.0012136;1.2591383
reg lnd female lndam z3   if d<9999999 & dam<52270, robust;90;9999999;52270;1;4;1;1;2;6;1;-.0098340716;.96415144;2.0216937;2.0118597;-.18676925
reg lnd female lndam z3 c.year##c.lndam if d<9999999 & dam<52270, robust;90;9999999;52270;1;4;1;1;2;6;2;.04250773;.85144401;1.9816017;2.0241094;.78987604
reg lnd female lndam z3 c.post79##c.lndam if d<9999999 & dam<52270, robust;90;9999999;52270;1;4;1;1;2;6;3;.059553251;.79173583;1.9429594;2.0025127;1.0085843
nbreg d c.dam#c.female dam female   if d<9999999 & dam<52270, robust;90;9999999;52270;1;4;1;2;1;1;1;.000015763864;.71630764;9.6220255;18.872475;9.2504482
nbreg d c.dam#c.female dam female c.year##c.dam if d<9999999 & dam<52270, robust;90;9999999;52270;1;4;1;2;1;1;2;.000030292878;.73724568;11.768948;16.375782;4.6068344
nbreg d c.dam#c.female dam female c.post79##c.dam if d<9999999 & dam<52270, robu;90;9999999;52270;1;4;1;2;1;1;3;.000022200218;.78928888;11.712744;16.485098;4.7723532
nbreg d c.dam#c.female dam female c.zmin#c.female zmin   if d<9999999 & dam<5227;90;9999999;52270;1;4;1;2;1;2;1;.000097235075;.11501586;8.8999681;14.791486;5.8915172
nbreg d c.dam#c.female dam female c.zmin#c.female zmin c.year##c.dam if d<999999;90;9999999;52270;1;4;1;2;1;2;2;5.4823442e-07;.99552286;11.136666;12.676379;1.5397129
nbreg d c.dam#c.female dam female c.zmin#c.female zmin c.post79##c.dam if d<9999;90;9999999;52270;1;4;1;2;1;2;3;7.5035568e-06;.93392891;10.731702;12.60549;1.8737874
nbreg d c.dam#c.female dam female c.zwin#c.female zwin   if d<9999999 & dam<5227;90;9999999;52270;1;4;1;2;1;3;1;.000024826482;.59473437;9.6726332;13.671532;3.9988983
nbreg d c.dam#c.female dam female c.zwin#c.female zwin c.year##c.dam if d<999999;90;9999999;52270;1;4;1;2;1;3;2;-.000025450285;.77808177;9.1505861;13.714089;4.5635037
nbreg d c.dam#c.female dam female c.zwin#c.female zwin c.post79##c.dam if d<9999;90;9999999;52270;1;4;1;2;1;3;3;-3.8546877e-06;.96551681;9.5317335;13.493;3.9612672
nbreg d c.dam#c.female dam female c.zcat#c.female zcat   if d<9999999 & dam<5227;90;9999999;52270;1;4;1;2;1;4;1;.000018786513;.67659009;9.4855042;13.591641;4.1061363
