spec;sk;k1;k2;k3;k4;k5;k6;b;p_b
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;437;2;1;1;1;2;2;.0085902521;.59878033
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;438;2;1;1;1;2;3;.040113419;.03326644
capture noisily reghdfe  loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_;439;2;1;1;1;3;1;.063214406;.014447983
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_;440;2;1;1;1;3;2;.0067305793;.71929717
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_;441;2;1;1;1;3;3;.047943771;.041414313
capture noisily reghdfe  loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;442;2;1;1;1;4;1;.050701622;.00036663315
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;443;2;1;1;1;4;2;.026813446;.023522163
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;444;2;1;1;1;4;3;.047452487;.00010559754
capture noisily reghdfe  loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;445;2;1;1;1;5;1;.055016603;.0012228729
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;446;2;1;1;1;5;2;.023428366;.073007628
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;447;2;1;1;1;5;3;.049522094;.00066802953
capture noisily reghdfe  loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_op;448;2;1;1;1;6;1;.057765048;.0030960189
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_op;449;2;1;1;1;6;2;.024784129;.12371171
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_op;450;2;1;1;1;6;3;.052134134;.0025258709
capture noisily reghdfe  loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;451;2;1;1;2;1;1;.011178803;.095317073
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;452;2;1;1;2;1;2;.001453439;.78415364
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.p;453;2;1;1;2;1;3;.0077787731;.16377211
capture noisily reghdfe  loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;454;2;1;1;2;2;1;.01532829;.033820648
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;455;2;1;1;2;2;2;.0030957924;.58777386
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pe;456;2;1;1;2;2;3;.0096255355;.10168993
capture noisily reghdfe  loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_o;457;2;1;1;2;3;1;.01862484;.019293813
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_o;458;2;1;1;2;3;2;.0025605855;.69587922
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_o;459;2;1;1;2;3;3;.013569542;.052400641
capture noisily reghdfe  loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;460;2;1;1;2;4;1;.01139644;.018211331
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;461;2;1;1;2;4;2;.0059019779;.15461694
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.per;462;2;1;1;2;4;3;.0098092146;.01883004
capture noisily reghdfe  loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers;463;2;1;1;2;5;1;.013998903;.015509464
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers;464;2;1;1;2;5;2;.0065752966;.15804313
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers;465;2;1;1;2;5;3;.011636234;.018740023
capture noisily reghdfe  loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_opw;466;2;1;1;2;6;1;.012618968;.055454098
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_opw;467;2;1;1;2;6;2;.0041767117;.44750276
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short  b1.isco08_1d c.pers_evw1 c.pers_agw1 c.pers_conw1 c.pers_neuw1 c.pers_opw;468;2;1;1;2;6;3;.010306809;.073619075
capture noisily reghdfe  loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 ;469;2;1;2;1;1;1;.052363299;.032742754
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 ;470;2;1;2;1;1;2;.012488924;.44015813
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 ;471;2;1;2;1;1;3;.035539683;.079004392
capture noisily reghdfe  loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;472;2;1;2;1;2;1;.071090706;.0067910999
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;473;2;1;2;1;2;2;.020836443;.24139662
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;474;2;1;2;1;2;3;.048612684;.025983959
capture noisily reghdfe  loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.per;475;2;1;2;1;3;1;.088088095;.0054471395
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.per;476;2;1;2;1;3;2;.02377514;.24912125
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.per;477;2;1;2;1;3;3;.064682096;.019188972
capture noisily reghdfe  loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;478;2;1;2;1;4;1;.055420425;.00048602885
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;479;2;1;2;1;4;2;.032324821;.0097849611
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;480;2;1;2;1;4;3;.051374283;.00014382045
capture noisily reghdfe  loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.p;481;2;1;2;1;5;1;.065381154;.00066203845
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.p;482;2;1;2;1;5;2;.032286957;.019153444
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.p;483;2;1;2;1;5;3;.057963308;.00043753098
capture noisily reghdfe  loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers_;484;2;1;2;1;6;1;.077897921;.00056370534
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers_;485;2;1;2;1;6;2;.043301903;.011953166
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers_;486;2;1;2;1;6;3;.068290934;.00052076217
capture noisily reghdfe  loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;487;2;1;2;2;1;1;.0154504;.054209955
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;488;2;1;2;2;1;2;.0050627203;.39445579
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c;489;2;1;2;2;1;3;.010750443;.11301888
capture noisily reghdfe  loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;490;2;1;2;2;2;1;.0225174;.010217003
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;491;2;1;2;2;2;2;.0070978631;.27478018
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.;492;2;1;2;2;2;3;.015026353;.040764764
capture noisily reghdfe  loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers;493;2;1;2;2;3;1;.028825432;.0054188655
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers;494;2;1;2;2;3;2;.0078425249;.29855087
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers;495;2;1;2;2;3;3;.020933794;.020072371
capture noisily reghdfe  loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.p;496;2;1;2;2;4;1;.016583923;.0042501329
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.p;497;2;1;2;2;4;2;.0094609251;.037456818
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.p;498;2;1;2;2;4;3;.014590167;.0036138252
capture noisily reghdfe  loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pe;499;2;1;2;2;5;1;.020266753;.004386459
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pe;500;2;1;2;2;5;2;.010436963;.038486443
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pe;501;2;1;2;2;5;3;.01740247;.0047695194
capture noisily reghdfe  loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers_c;502;2;1;2;2;6;1;.021657057;.0092665488
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers_c;503;2;1;2;2;6;2;.010605906;.083175153
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                                          c.pers_evw1 c.pers_agw1 c.pers_c;504;2;1;2;2;6;3;.018271314;.01202803
capture noisily reghdfe  loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                     ;505;2;1;3;1;1;1;.054606147;.010874442
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                     ;506;2;1;3;1;1;2;.013274297;.37182194
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                     ;507;2;1;3;1;1;3;.040694173;.022443689
capture noisily reghdfe  loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                      ;508;2;1;3;1;2;1;.061653227;.0079152072
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                      ;509;2;1;3;1;2;2;.018024573;.27582422
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                      ;510;2;1;3;1;2;3;.045287244;.019118028
capture noisily reghdfe  loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                          ;511;2;1;3;1;3;1;.070947111;.005756164
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                          ;512;2;1;3;1;3;2;.019321898;.30420527
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                          ;513;2;1;3;1;3;3;.054577447;.017847758
capture noisily reghdfe  loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                       ;514;2;1;3;1;4;1;.055811122;.00010858374
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                       ;515;2;1;3;1;4;2;.035175592;.0025464289
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                       ;516;2;1;3;1;4;3;.052479867;.000021319045
capture noisily reghdfe  loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                        ;517;2;1;3;1;5;1;.062019613;.00038305164
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                        ;518;2;1;3;1;5;2;.033769876;.0099329259
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                        ;519;2;1;3;1;5;3;.057561569;.00012222136
capture noisily reghdfe  loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                            ;520;2;1;3;1;6;1;.067307629;.0006500493
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                            ;521;2;1;3;1;6;2;.036018662;.025287831
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                            ;522;2;1;3;1;6;3;.062389743;.00033463477
capture noisily reghdfe  loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                      ;523;2;1;3;2;1;1;.012907373;.063315034
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                      ;524;2;1;3;2;1;2;.0040095425;.46201307
capture noisily mixed    loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                      ;525;2;1;3;2;1;3;.0095110657;.10420849
capture noisily reghdfe  loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                       ;526;2;1;3;2;2;1;.017254358;.019754009
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                       ;527;2;1;3;2;2;2;.0061764731;.29743719
capture noisily mixed    loghwagegross_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                       ;528;2;1;3;2;2;3;.011805642;.054007396
capture noisily reghdfe  loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                           ;529;2;1;3;2;3;1;.021207917;.0079850946
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                           ;530;2;1;3;2;3;2;.0066526262;.32114169
capture noisily mixed    loghwagegross c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                           ;531;2;1;3;2;3;3;.015620186;.024922132
capture noisily reghdfe  loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                        ;532;2;1;3;2;4;1;.013196912;.0079295812
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                        ;533;2;1;3;2;4;2;.0093421536;.02635208
capture noisily mixed    loghwagenet_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                        ;534;2;1;3;2;4;3;.011628577;.0065237805
capture noisily reghdfe  loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                         ;535;2;1;3;2;5;1;.017517112;.004479168
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                         ;536;2;1;3;2;5;2;.011435909;.016750861
capture noisily mixed    loghwagenet_win c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                         ;537;2;1;3;2;5;3;.015379702;.0036960591
capture noisily reghdfe  loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                             ;538;2;1;3;2;6;1;.017659619;.014554643
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                             ;539;2;1;3;2;6;2;.010456609;.062711179
capture noisily mixed    loghwagenet c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids                                 b1.isco08_1d                                             ;540;2;1;3;2;6;3;.015374061;.014683151
capture noisily reghdfe  loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                   ;541;2;1;4;1;1;1;.045754433;.022357536
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                   ;542;2;1;4;1;1;2;.0077063954;.59270418
capture noisily mixed    loghwagegross_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                   ;543;2;1;4;1;1;3;.032457061;.055492952
capture noisily reghdfe  loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                    ;544;2;1;4;1;2;1;.063015491;.0037443039
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                    ;545;2;1;4;1;2;2;.018592833;.24814545
capture noisily mixed    loghwagegross_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                    ;546;2;1;4;1;2;3;.0453672;.014311179
capture noisily reghdfe  loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                        ;547;2;1;4;1;3;1;.084451534;.0021611492
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                        ;548;2;1;4;1;3;2;.028603883;.13424119
capture noisily mixed    loghwagegross att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                        ;549;2;1;4;1;3;3;.066846132;.006178332
capture noisily reghdfe  loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                     ;550;2;1;4;1;4;1;.05089514;.00025292888
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                     ;551;2;1;4;1;4;2;.032566324;.0049745739
capture noisily mixed    loghwagenet_trim att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                     ;552;2;1;4;1;4;3;.04775016;.000066160239
capture noisily reghdfe  loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                      ;553;2;1;4;1;5;1;.06198813;.00020379041
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                      ;554;2;1;4;1;5;2;.034646221;.0069958828
capture noisily mixed    loghwagenet_win att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                      ;555;2;1;4;1;5;3;.056807484;.000083243984
capture noisily reghdfe  loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                          ;556;2;1;4;1;6;1;.074405909;.00017082819
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                          ;557;2;1;4;1;6;2;.04608814;.004916572
capture noisily mixed    loghwagenet att_diw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                          ;558;2;1;4;1;6;3;.067946173;.000095413787
capture noisily reghdfe  loghwagegross_trim c.attw1 b0.mode c.age b1.cohort b1.migstatus b1.parentisced_short c.nkids b1.isced_short                                                                    ;559;2;1;4;2;1;1;.011910612;.076624267
